"site","Location","Cam.nr","Series","Picture","Species","Nr","Year","Month","Day","Hour_exact","Hour_BERDS","Comment","Camera.Brand","Easting.1","Northing.1","Mammal","Brand","Date_Place","Date_Remov","obsdate","Last.Record","Days","visit","Notes","Conservati","Active_Log","Logged_in","Hurricane","Fire_Damag","Location_d","Landscape","date_time_obs","First_Obs"
"504E","Yalbac504E",504,"E",556,"White-tailed Deer",1,2015,8,30,16.35,16.5,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-30,2015-09-16,78,63," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-30 16.35",2015-06-29
"505E","Yalbac505E",505,"E",40,"White-tailed Deer",1,2015,8,30,16.42,16.5,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-30,2015-09-16,78,63," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-30 16.42",2015-06-29
"505E","Yalbac505E",505,"E",40,"White-tailed Deer",1,2015,8,30,16.42,16.5,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-30,2015-09-16,78,63," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-08-30 16.42",2015-06-29
"506E","Yalbac506E",506,"E",247,"White-tailed Deer",1,2015,8,30,9.56,10,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-30,2015-09-16,78,63," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-30 9.56",2015-06-29
"504E","Yalbac504E",504,"E",569,"White-tailed Deer",1,2015,8,31,16.02,16,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-31,2015-09-16,78,64," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-31 16.02",2015-06-29
"510E","Yalbac510E",510,"E",146,"White-tailed Deer",1,2015,8,31,8.46,8.5,"","Moultrie",281670,1934730,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-08-31,2015-09-16,78,64," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-31 8.46",2015-06-29
"502E","Yalbac502E",502,"E",3513,"White-tailed Deer",1,2015,9,1,12.46,12.5,"male","Moultrie",290847,1955799,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-01,2015-09-16,78,65," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-01 12.46",2015-06-29
"504E","Yalbac504E",504,"E",591,"White-tailed Deer",1,2015,9,1,15.35,15.5,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-09-01,2015-09-16,78,65," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-01 15.35",2015-06-29
"507E","Yalbac507E",507,"E",417,"White-tailed Deer",1,2015,9,1,14.15,14,"male","Bushnell",283482,1934992,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-01,2015-09-16,78,65," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-01 14.15",2015-06-29
"501E","Yalbac501e",501,"E",160,"White-tailed Deer",1,2015,9,2,10.06,10,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-02,2015-09-16,78,66," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-02 10.06",2015-06-29
"506E","Yalbac506E",506,"E",268,"White-tailed Deer",1,2015,9,2,5.41,5.5,"male","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-02,2015-09-16,78,66," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-02 5.41",2015-06-29
"510E","Yalbac510E",510,"E",157,"White-tailed Deer",1,2015,9,2,16.54,17,"","Moultrie",281670,1934730,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-02,2015-09-16,78,66," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-02 16.54",2015-06-29
"501E","Yalbac501e",501,"E",163,"White-tailed Deer",1,2015,9,3,5.21,5.5,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-03,2015-09-16,78,67," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-03 5.21",2015-06-29
"501E","Yalbac501e",501,"E",166,"White-tailed Deer",1,2015,9,3,10.03,10,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-03,2015-09-16,78,67," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-03 10.03",2015-06-29
"506E","Yalbac506E",506,"E",273,"White-tailed Deer",1,2015,9,3,7.57,8,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-03,2015-09-16,78,67," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-03 7.57",2015-06-29
"510E","Yalbac510E",510,"E",167,"White-tailed Deer",1,2015,9,3,8.2,8.5,"male","Moultrie",281670,1934730,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-03,2015-09-16,78,67," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-03 8.20",2015-06-29
"510E","Yalbac510E",510,"E",171,"White-tailed Deer",1,2015,9,3,11.56,12,"","Moultrie",281670,1934730,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-03,2015-09-16,78,67," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-03 11.56",2015-06-29
"501E","Yalbac501e",501,"E",169,"White-tailed Deer",1,2015,9,4,8.33,8.5,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-04,2015-09-16,78,68," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-04 8.33",2015-06-29
"502E","Yalbac502E",502,"E",3535,"White-tailed Deer",1,2015,9,4,12.39,12.5,"male","Moultrie",290847,1955799,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-04,2015-09-16,78,68," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-04 12.39",2015-06-29
"504E","Yalbac504E",504,"E",611,"White-tailed Deer",1,2015,9,4,8.31,8.5,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-09-04,2015-09-16,78,68," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-04 8.31",2015-06-29
"505E","Yalbac505E",505,"E",55,"White-tailed Deer",1,2015,9,5,0.01,0,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-05,2015-09-16,78,69," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-09-05 0.01",2015-06-29
"505E","Yalbac505E",505,"E",56,"White-tailed Deer",1,2015,9,5,12.01,12,"male","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-05,2015-09-16,78,69," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-09-05 12.01",2015-06-29
"502E","Yalbac502E",502,"E",3543,"White-tailed Deer",1,2015,9,6,10.47,10.5,"","Moultrie",290847,1955799,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-06,2015-09-16,78,70," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-06 10.47",2015-06-29
"502E","Yalbac502E",502,"E",3547,"White-tailed Deer",1,2015,9,6,11.33,11.5,"male","Moultrie",290847,1955799,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-06,2015-09-16,78,70," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-06 11.33",2015-06-29
"502E","Yalbac502E",502,"E",3553,"White-tailed Deer",1,2015,9,6,12.17,12,"","Moultrie",290847,1955799,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-06,2015-09-16,78,70," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-06 12.17",2015-06-29
"504E","Yalbac504E",504,"E",655,"White-tailed Deer",1,2015,9,6,11.04,11,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-09-06,2015-09-16,78,70," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-06 11.04",2015-06-29
"504E","Yalbac504E",504,"E",664,"White-tailed Deer",1,2015,9,6,12.06,12,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-09-06,2015-09-16,78,70," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-06 12.06",2015-06-29
"504E","Yalbac504E",504,"E",667,"White-tailed Deer",1,2015,9,6,12.31,12.5,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-09-06,2015-09-16,78,70," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-06 12.31",2015-06-29
"504E","Yalbac504E",504,"E",670,"White-tailed Deer",1,2015,9,6,14.14,14,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-09-06,2015-09-16,78,70," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-06 14.14",2015-06-29
"506E","Yalbac506E",506,"E",302,"White-tailed Deer",1,2015,9,6,8.33,8.5,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-06,2015-09-16,78,70," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-06 8.33",2015-06-29
"510E","Yalbac510E",510,"E",202,"White-tailed Deer",1,2015,9,6,16.54,17,"","Moultrie",281670,1934730,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-06,2015-09-16,78,70," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-06 16.54",2015-06-29
"512E","Yalbac512E",512,"E",2312,"White-tailed Deer",1,2015,9,6,5.34,5.5,"","ScoutGuard",282178,1935684,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-09-06,2015-09-16,78,70," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-06 5.34",2015-06-29
"501E","Yalbac501e",501,"E",175,"White-tailed Deer",1,2015,9,7,16.12,16,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-07,2015-09-16,78,71," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-07 16.12",2015-06-29
"504E","Yalbac504E",504,"E",685,"White-tailed Deer",1,2015,9,7,13.24,13.5,"","Scoutguard",290567,1955971,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-09-07,2015-09-16,78,71," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-07 13.24",2015-06-29
"506E","Yalbac506E",506,"E",317,"White-tailed Deer",1,2015,9,7,16.31,16.5,"male","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-07,2015-09-16,78,71," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-07 16.31",2015-06-29
"509E","Yalbac509E",509,"E",181,"White-tailed Deer",1,2015,9,7,8.43,8.5,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-07,2015-09-16,78,71," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-07 8.43",2015-06-29
"509E","Yalbac509E",509,"E",182,"White-tailed Deer",1,2015,9,7,8.43,8.5,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-07,2015-09-16,78,71," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-07 8.43",2015-06-29
"509E","Yalbac509E",509,"E",184,"White-tailed Deer",1,2015,9,7,8.46,9,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-07,2015-09-16,78,71," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-07 8.46",2015-06-29
"509E","Yalbac509E",509,"E",185,"White-tailed Deer",1,2015,9,7,8.46,8.5,"male","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-07,2015-09-16,78,71," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-07 8.46",2015-06-29
"509E","Yalbac509E",509,"E",187,"White-tailed Deer",1,2015,9,7,9.34,9.5,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-07,2015-09-16,78,71," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-07 9.34",2015-06-29
"501E","Yalbac501e",501,"E",190,"White-tailed Deer",2,2015,9,8,13.2,13.5,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-08,2015-09-16,78,72," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-08 13.20",2015-06-29
"503E","Yalbac503E",503,"E",600,"White-tailed Deer",2,2015,9,8,14.28,14.5,"","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-08,2015-09-16,78,72," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-09-08 14.28",2015-06-29
"503E","Yalbac503E",503,"E",603,"White-tailed Deer",1,2015,9,8,14.28,14,"female and fawn","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-08,2015-09-16,78,72," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-09-08 14.28",2015-06-29
"506E","Yalbac506E",506,"E",320,"White-tailed Deer",1,2015,9,8,10.15,10,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-08,2015-09-16,78,72," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-08 10.15",2015-06-29
"506E","Yalbac506E",506,"E",324,"White-tailed Deer",1,2015,9,8,18.13,18,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-08,2015-09-16,78,72," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-08 18.13",2015-06-29
"503E","Yalbac503E",503,"E",637,"White-tailed Deer",1,2015,9,9,9.14,9,"","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-09,2015-09-16,78,73," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-09-09 9.14",2015-06-29
"503E","Yalbac503E",503,"E",638,"White-tailed Deer",1,2015,9,9,9.14,9,"","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-09,2015-09-16,78,73," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-09-09 9.14",2015-06-29
"503E","Yalbac503E",503,"E",661,"White-tailed Deer",1,2015,9,9,15.13,15,"","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-09,2015-09-16,78,73," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-09-09 15.13",2015-06-29
"503E","Yalbac503E",503,"E",663,"White-tailed Deer",1,2015,9,9,15.13,15,"male","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-09,2015-09-16,78,73," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-09-09 15.13",2015-06-29
"503E","Yalbac503E",503,"E",673,"White-tailed Deer",1,2015,9,9,17.45,18,"","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-09,2015-09-16,78,73," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-09-09 17.45",2015-06-29
"505E","Yalbac505E",505,"E",67,"White-tailed Deer",1,2015,9,9,17.34,17.5,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-09,2015-09-16,78,73," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-09-09 17.34",2015-06-29
"505E","Yalbac505E",505,"E",67,"White-tailed Deer",1,2015,9,9,5.34,5.5,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-09,2015-09-16,78,73," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-09-09 5.34",2015-06-29
"509E","Yalbac509E",509,"E",196,"White-tailed Deer",1,2015,9,9,17.17,17.5,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-09,2015-09-16,78,73," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-09 17.17",2015-06-29
"509E","Yalbac509E",509,"E",198,"White-tailed Deer",1,2015,9,9,17.17,17,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-09,2015-09-16,78,73," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-09 17.17",2015-06-29
"509E","Yalbac509E",509,"E",200,"White-tailed Deer",1,2015,9,9,17.23,17.5,"male","Bushnell",281203,1934430,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-09,2015-09-16,78,73," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-09 17.23",2015-06-29
"510E","Yalbac510E",510,"E",209,"White-tailed Deer",1,2015,9,9,11.29,11.5,"","Moultrie",281670,1934730,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-09,2015-09-16,78,73," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-09 11.29",2015-06-29
"503E","Yalbac503E",503,"E",694,"White-tailed Deer",1,2015,9,10,15.47,16,"","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-10,2015-09-16,78,74," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-09-10 15.47",2015-06-29
"503E","Yalbac503E",503,"E",699,"White-tailed Deer",1,2015,9,10,15.47,15.5,"male","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-10,2015-09-16,78,74," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-09-10 15.47",2015-06-29
"505E","Yalbac505E",505,"E",79,"White-tailed Deer",1,2015,9,11,7.28,7.5,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-11,2015-09-16,78,75," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-09-11 7.28",2015-06-29
"505E","Yalbac505E",505,"E",80,"White-tailed Deer",1,2015,9,11,19.28,19.5,"male","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-11,2015-09-16,78,75," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-09-11 19.28",2015-06-29
"506E","Yalbac506E",506,"E",332,"White-tailed Deer",1,2015,9,11,11.12,11,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-11,2015-09-16,78,75," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-11 11.12",2015-06-29
"506E","Yalbac506E",506,"E",335,"White-tailed Deer",1,2015,9,11,14.02,14,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-11,2015-09-16,78,75," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-11 14.02",2015-06-29
"503E","Yalbac503E",503,"E",799,"White-tailed Deer",1,2015,9,12,14.44,14.5,"","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-12,2015-09-16,78,76," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-09-12 14.44",2015-06-29
"503E","Yalbac503E",503,"E",801,"White-tailed Deer",1,2015,9,12,14.44,14.5,"","Bushnell",291322,1957347,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-12,2015-09-16,78,76," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-09-12 14.44",2015-06-29
"501E","Yalbac501e",501,"E",211,"White-tailed Deer",1,2015,9,14,6.19,6.5,"","Bushnell",291363,1956977,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-14,2015-09-16,78,78," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-14 6.19",2015-06-29
"505E","Yalbac505E",505,"E",82,"White-tailed Deer",1,2015,9,14,10.18,10.5,"","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-14,2015-09-16,78,78," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-09-14 10.18",2015-06-29
"505E","Yalbac505E",505,"E",84,"White-tailed Deer",1,2015,9,14,10.18,10,"male","Moultrie",290522,1956892,"Yes","Moultrycam",2015-06-29,2015-09-15,2015-09-14,2015-09-16,78,78," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-09-14 10.18",2015-06-29
"502F","Yalbac502F",502,"F",3574,"White-tailed Deer",1,2015,9,18,7.18,7,"male","Moultrie",289306,1957023,"Yes","Moultrycam",2015-09-15,2015-11-09,2015-09-18,2015-11-10,55,4," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-09-18 7.18",2015-09-15
"504F","Yalbac504F",504,"F",25,"White-tailed Deer",1,2015,9,18,8.21,8.5,"","HCO ScoutGuard",289314,1956370,"Yes","Scoutguard",2015-09-15,2015-11-09,2015-09-18,2015-10-11,25,4,"Only movies","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-18 8.21",2015-09-15
"505F","Yalbac505F",505,"F",36,"White-tailed Deer",1,2015,9,18,9.52,10,"male","Moultrie",290310,1956304,"Yes","Moultrycam",2015-09-15,2015-11-09,2015-09-18,2015-11-10,55,4," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-09-18 9.52",2015-09-15
"509F","Yalbac509E",509,"F",21,"White-tailed Deer",1,2015,9,18,17.27,17.5,"","Bushnell",281203,1934430,"Yes","Bushnell",2015-09-15,2015-11-09,2015-09-18,2015-11-10,55,4," ","No","Yes","2015","Yes","No","Along narrow logging trail","Disturbed High forest","2015-09-18 17.27",2015-09-15
"505F","Yalbac505F",505,"F",38,"White-tailed Deer",1,2015,9,22,5.55,6,"","Moultrie",290310,1956304,"Yes","Moultrycam",2015-09-15,2015-11-09,2015-09-22,2015-11-10,55,8," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-09-22 5.55",2015-09-15
"509F","Yalbac509F",509,"F",34,"White-tailed Deer",1,2015,9,22,9.07,9,"","Bushnell",283280,1934662,"Yes","Bushnell",2015-09-15,2015-11-09,2015-09-22,2015-11-10,55,8," ","No","Yes","2015","Yes","No","Along narrow logging trail","Disturbed High forest","2015-09-22 9.07",2015-09-15
"509F","Yalbac509F",509,"F",44,"White-tailed Deer",1,2015,9,22,15.5,11,"male","Bushnell",283280,1934662,"Yes","Bushnell",2015-09-15,2015-11-09,2015-09-22,2015-11-10,55,8," ","No","Yes","2015","Yes","No","Along narrow logging trail","Disturbed High forest","2015-09-22 15.50",2015-09-15
"501F","Yalbac501f",501,"F",31,"White-tailed Deer",1,2015,9,24,7.53,8,"","",292314,1958107,"Yes","Bushnell",2015-09-15,2015-11-09,2015-09-24,2015-11-10,55,10," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-24 7.53",2015-09-15
"502F","Yalbac502F",502,"F",3584,"White-tailed Deer",1,2015,9,24,14.1,14,"female","Moultrie",289306,1957023,"Yes","Moultrycam",2015-09-15,2015-11-09,2015-09-24,2015-11-10,55,10," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-09-24 14.10",2015-09-15
